Modifications in Master Proteins,Comparison 1: Group 1 Mean,Comparison 1: Group 2 Mean,Comparison 1: Group 1 v. Group 2 Log2 Fold Change,Comparison 1: Group 1 v. Group 2 P-value,Comparison 1: Group 1 v. Group 2 FDR-adj. P-value,Comparison 1: Group 1 Missing Values,Comparison 1: Group 2 Missing Values,Comparison 1: Group 1 Imputed Values,Comparison 1: Group 2 Imputed Values,Comparison 2: Group 1 Mean,Comparison 2: Group 2 Mean,Comparison 2: Group 1 v. Group 2 Log2 Fold Change,Comparison 2: Group 1 v. Group 2 P-value,Comparison 2: Group 1 v. Group 2 FDR-adj. P-value,Comparison 2: Group 1 Missing Values,Comparison 2: Group 2 Missing Values,Comparison 2: Group 1 Imputed Values,Comparison 2: Group 2 Imputed Values,Sample 126,Sample 127C,Sample 127N,Sample 128C,Sample 128N,Sample 129C,Sample 129N,Sample 130C,Sample 130N,Sample 131C,Sample 131N
Q9DA19 1xPhospho [S202(99.9)],17.471654658052973,17.448462804840478,0.02319185321249506,0.616949383096836,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,17.444333792583034,17.481247843404404,-0.03691405082136967,0.4205298414724008,0.442347768140857,0 / 6,0 / 5,0 / 6,0 / 5,17.38804398263077,17.43160496476657,17.381700183535457,17.388196348628373,17.383152957855817,17.533782222349718,17.459380850018917,17.569596537927616,17.538995180035126,17.51870389201478,17.479084852757072
Q9WU42 1xPhospho [S921(100)],16.8666718568507,16.96440454990123,-0.09773269305052779,0.8242326703589826,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,17.49296473781396,16.212853092745313,1.2801116450686472,1.5746472265753682e-10,5.4272841075964355e-08,0 / 6,0 / 5,0 / 6,0 / 5,17.447370689683193,16.179682774052036,17.37138771806514,17.57856793037363,16.171160954725043,16.202899020473577,17.490871138209492,17.574648762665127,16.293660750619278,16.216861963856637,17.494942187887187
E1U8D0 1xPhospho [S1160(99.8)],16.39123293840695,16.509151616287443,-0.1179186778804926,0.6649044749905019,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,16.798784119097704,16.02009019945854,0.7786939196391636,3.5912760543671225e-07,5.457848324094039e-06,0 / 6,0 / 5,0 / 6,0 / 5,16.642974180119854,15.941605346825051,16.760749940986194,16.794295756471808,16.035377095257335,16.06643372662314,16.718140041402147,16.930673297952872,16.08561950613819,15.97141532244898,16.945871497653343
Q9EP97 1xPhospho [S226(99.4)],15.17609546515213,15.109527972341871,0.06656749281025931,0.7570649122804706,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.937025968953073,15.39641136778074,-0.45938539882766705,0.010834837390106994,0.014326370666714362,0 / 6,0 / 5,0 / 6,0 / 5,15.38333080185846,15.356505316222478,15.256066287107956,14.824489786113284,15.482093364691735,15.383017076361275,14.847776279084403,14.743206001329002,15.394417272599943,15.366023809028276,14.567286658225322
Q9QYY0 2xPhospho [S500(83.3); S501(96.3)],16.542836178259645,16.53594530384809,0.006890874411553227,0.9479048021473555,0.9948798041437632,0 / 6,0 / 5,0 / 6,0 / 5,16.451517868912862,16.64552727506423,-0.1940094061513662,0.037616202964662955,0.04404887187481483,0 / 6,0 / 5,0 / 6,0 / 5,16.514204803917252,16.61954266618851,16.50045961350406,16.228088433388507,16.698985538446436,16.762750115968604,16.568009480803074,16.396956789507882,16.410883794130505,16.735474260587104,16.501388092356393
Q9WTU0 1xPhospho [S458(88.3)],15.377098119809558,15.039086655156376,0.33801146465318155,0.5053719450663059,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.6304511993527,15.935062959704604,-1.3046117603519036,0.0005054949289583974,0.0014682071813005137,0 / 6,0 / 5,0 / 6,0 / 5,15.181163354003347,15.899080289839436,15.13867435720844,14.674203261556746,15.98991814591935,15.90429329725211,14.255942949747652,14.76700186546664,16.045176414773067,15.83684665073906,13.765721408133368
Q6P6I6 1xPhospho [S362(91.8)],15.57258508787127,15.648070263295377,-0.07548517542410771,0.7105197889836807,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,15.871476646354388,15.289400393115637,0.5820762532387516,2.478429241079969e-07,4.576242562994086e-06,0 / 6,0 / 5,0 / 6,0 / 5,15.84428634108907,15.367488092341844,15.973879472719144,15.828074056185288,15.27665113789942,15.27398213615016,15.940721166849936,15.894461483381654,15.30166218110716,15.2272184180796,15.74743735790123
Q6EDY6 1xPhospho [S1198(97.4)],15.407445617082525,15.118131634720143,0.2893139823623816,0.30864539100828325,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.974853657987405,15.637241985634287,-0.662388327646882,0.005094301160773173,0.007746334412116854,0 / 6,0 / 5,0 / 6,0 / 5,15.353893717438842,15.702098132316154,15.22935653857669,15.159218938022557,15.658513004153574,15.661456893772034,14.868012186925323,14.992286294352542,15.58842217133665,15.575719726593022,14.246354272608489
A2AIG8 1xPhospho [S490(100)],15.688549719681957,15.529142724326638,0.15940699535531877,0.4819874983028979,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,15.343294845436924,15.943448573420676,-0.6001537279837521,0.00020563482187518271,0.0007357315080240101,0 / 6,0 / 5,0 / 6,0 / 5,15.622555616664204,15.958617238254652,15.52583104164862,15.313585896537074,15.94556180449526,15.884023397379211,15.222080920300678,15.369622114106043,15.9461463718237,15.982894055150563,15.006093483364936
Q5ND34 1xPhospho [S129(79.1)],14.863525475722263,14.595609950723667,0.26791552499859606,0.5115656425169123,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.268221179812693,15.30997510581515,-1.0417539260024569,0.0006116532469966976,0.0017232955242359274,0 / 6,0 / 5,0 / 6,0 / 5,14.869264465120787,15.427790561114389,14.55258722203986,14.11916836391635,15.401607028483848,15.32581258247792,14.215826358171917,14.28400169928944,15.239550174584911,15.155115182414685,13.5684789703378
Q3U1T9 1xPhospho [S395(100)],14.958837058508593,14.82692195224281,0.13191510626578307,0.5636845453197528,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.64292481952897,15.206016639018355,-0.5630918194893848,0.0013338670935116009,0.0030446326152119103,0 / 6,0 / 5,0 / 6,0 / 5,15.092385321272245,15.254476182158982,14.824683752640738,14.6109043765267,15.281670195006086,15.179287482180298,14.463976243959932,14.461034286457846,15.159714633290935,15.154934702455472,14.40456493631636
Q0PHV7 1xPhospho [S188(100)],15.353648653825408,15.312003213142884,0.04164544068252418,0.8697340826509089,0.9696621754069952,0 / 6,0 / 5,0 / 6,0 / 5,15.033020852228946,15.696756575058638,-0.6637357228296921,0.00019759397264775187,0.000715575050509208,0 / 6,0 / 5,0 / 6,0 / 5,15.306197581959644,15.747403423164137,15.318579440830996,14.821993278890252,15.794299256508966,15.54852321902395,14.830260888333209,15.031688406570092,15.727470963251768,15.666086013344374,14.889405516789482
Q8K1N2 1xPhospho [S486(100)],14.578975303072546,14.411111596005847,0.16786370706669906,0.7265194445468682,0.9642740717748706,0 / 6,0 / 5,"Sample ID
Sample 126     0
Sample 127C    0
Sample 128C    0
Sample 129C    0
Sample 130C    0
Sample 131C    0
dtype: int64 / 6","Sample ID
Sample 127N    0
Sample 128N    0
Sample 129N    0
Sample 130N    0
Sample 131N    0
dtype: int64 / 5",13.963314950798171,15.149904018735096,-1.186589067936925,0.0010811420877308569,0.0026241805603608123,0 / 6,0 / 5,"Sample ID
Sample 126     0
Sample 127N    0
Sample 128C    0
Sample 129N    0
Sample 130C    0
Sample 131N    0
dtype: int64 / 6","Sample ID
Sample 127C    0
Sample 128N    0
Sample 129C    0
Sample 130N    0
Sample 131C    0
dtype: int64 / 5",14.546345855264745,15.216101576651816,14.608164233480537,13.791608217992398,15.31197412365653,15.080374838906437,13.79136217448898,13.886236711411838,15.187884936252656,14.95318461820804,13.156172512150532
Q9CWY9 1xPhospho [S110(100)],14.000017300303435,13.352838896459456,0.647178403843979,0.4346700161720011,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,12.886411412451677,14.689165961881566,-1.8027545494298884,0.01035872543431526,0.013856302844866726,0 / 6,0 / 5,0 / 6,0 / 5,14.243704167890089,14.77225117539402,13.825870285536547,12.651378290812698,14.87414990169376,14.658963109337442,12.64829121339361,13.21214678136146,14.678805345957697,14.461660277024905,10.737077735715664
P27577 1xPhospho [S251(100)],14.655504348544513,14.39875307787732,0.25675127066719305,0.5558606298449835,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.068289056739891,15.103411428042866,-1.0351223713029754,0.002767393387632914,0.004985165092007723,0 / 6,0 / 5,0 / 6,0 / 5,14.791693420203233,15.142223723731504,14.624260853497894,13.875678540214665,15.196810394261078,15.064864109085054,13.788284377818652,14.044752230652623,15.099344845756688,15.013814067380016,13.285064918052292
Q80TR1 1xPhospho [S1348(82.4)],14.317663763878732,13.201491008195864,1.116172755682868,0.2553501229416799,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,13.0873680591019,14.677845853928062,-1.5904777948261621,0.09005259319170278,0.10088232000023908,0 / 6,0 / 5,0 / 6,0 / 5,14.26524771744291,14.7895526188589,13.875879088672042,12.371219992178942,14.858011594633345,14.652777953767048,12.564321309448424,15.375376076502342,14.637078877858784,14.451808224522232,10.072164170366726
Q6PFD9 1xPhospho [S1059(99.9)],14.79980725605604,14.491593271695331,0.3082139843607088,0.48576559099888184,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.229213829239763,15.176305383874865,-0.9470915546351026,0.011829595141948404,0.01548329288199323,0 / 6,0 / 5,0 / 6,0 / 5,14.77915557903454,15.080904235746498,14.856963918084904,14.258438600620346,15.26890738498487,15.206278623907158,14.155524768958593,14.319021767549971,15.17039194525807,15.155044729477725,13.00617834119022
Q7TPV4 1xPhospho [S956(100)],16.298130435288993,16.188658067632197,0.10947236765679591,0.6841221927836122,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,15.903600760903887,16.662093676894326,-0.7584929159904394,2.4383858410316875e-06,2.211658736514706e-05,0 / 6,0 / 5,0 / 6,0 / 5,15.92460207175505,16.710794140954867,16.094823798192845,16.005621371636664,16.656436398880842,16.655343320414165,15.888277197759528,15.879547640429754,16.675020457678286,16.612874066543473,15.628732485649484
Q6P5H2 1xPhospho [S1114(100)],17.274095667022607,17.3875046247775,-0.11340895775489201,0.7484262859350115,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,17.78502849248382,16.774385234224038,1.0106432582597833,2.653890547632546e-07,4.731246252158711e-06,0 / 6,0 / 5,0 / 6,0 / 5,17.691113892851174,16.782651516948842,17.587629715616053,17.849762778191003,16.645762424846534,16.853470292652588,17.90703957545984,17.698826388275172,16.82129280345537,16.76874913321686,17.9757986045097
Q80T85 1xPhospho [T500(99.7)],15.716322913845248,15.588551002208447,0.1277719116368008,0.12521399062876462,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,15.624168521867636,15.699136272581587,-0.07496775071395057,0.3903997247475167,0.412332293553557,0 / 6,0 / 5,0 / 6,0 / 5,15.6979918150245,15.921242511474563,15.656980604073334,15.61687127425797,15.72019693129017,15.67584197811508,15.681107566775934,15.7214919527556,15.51390199058434,15.664497951443776,15.370567918318464
P25322 1xPhospho [T286(89.5)],17.53033890314468,17.534372794981355,-0.004033891836673575,0.9749185388811477,0.9964902849768044,0 / 6,0 / 5,0 / 6,0 / 5,17.531284212765637,17.533238423436206,-0.001954210670568557,0.9878480778962225,0.9878480778962225,0 / 6,0 / 5,0 / 6,0 / 5,17.571848480373063,17.19795637820642,17.26612386194641,17.680750822271897,17.564246323099205,17.481360361900173,17.47604250413926,17.720626249554353,17.893137927413047,17.52949112656218,17.472313358308835
P25322 1xPhospho [T286(90.5)],17.83636791948987,17.863522210681776,-0.0271542911919056,0.8725172033621793,0.9696621754069952,0 / 6,0 / 5,0 / 6,0 / 5,18.051378536258913,17.605509470558918,0.44586906569999485,0.00014487609099766464,0.000550234862176046,0 / 6,0 / 5,0 / 6,0 / 5,17.857401014459573,17.552986018697645,17.955815148190446,18.067935598221887,17.47631008900723,17.68395030370829,18.125103020549187,18.107256750253352,17.56562310978297,17.748677831598464,18.194759685879028
Q6PFD9 1xPhospho [T1069(100)],15.61849002255181,15.600006982737364,0.018483039814446656,0.8032430459217443,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,15.646158643108263,15.566804638069618,0.07935400503864543,0.2684199336811004,0.2894121078480269,0 / 6,0 / 5,0 / 6,0 / 5,15.741160025080111,15.679779089601134,15.795951767958949,15.551842323902834,15.596463261341851,15.561579512427269,15.704319279617224,15.579322638199622,15.398944780877969,15.597256546099878,15.504355823890831
Q9JLG8 1xPhospho [T342(77.3)],14.432822452325395,14.188102211755643,0.24472024056975172,0.5909731028073902,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,13.821866413345779,14.921249458531182,-1.0993830451854034,0.0019794360083696507,0.003974246276998483,0 / 6,0 / 5,0 / 6,0 / 5,14.58000477201799,15.022442253976973,14.31173965780826,13.571238907762076,15.075922100520538,14.889485327294269,13.61844728413808,13.807841763978718,14.892475921941791,14.725921688922346,13.041926094369543
G5E8K5 2xPhospho [S1462(100); S1473(100)],15.12568019550416,14.997172254052781,0.12850794145137812,0.4969740943145937,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.89445596800251,15.274641327054763,-0.3801853590522519,0.021488950737260846,0.026018237777901305,0 / 6,0 / 5,0 / 6,0 / 5,15.12375061525354,15.10903543898797,14.95231820144116,15.092807449654984,15.360979443927604,15.207315404477724,14.933932558677787,14.923548917738696,15.398253000968465,15.29762334691205,14.340378065248894
Q6PFD9 2xPhospho [S1054(76); T1069(93.8)],14.693299535065902,14.395328895747113,0.2979706393187893,0.47685311748162185,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.098986340836133,15.108504728822831,-1.0095183879866987,0.002307460035835371,0.0044225236598205596,0 / 6,0 / 5,0 / 6,0 / 5,14.809275443632275,15.14664853807069,14.496568429193983,13.918505417946427,15.241504870442666,15.143617702867743,13.947558236743811,14.133750018094744,15.002752442949545,15.008000089783518,13.288260499405556
Q9CQV4 2xPhospho [S258(86.4); S260(86.4)],15.01318880508561,14.879109723520909,0.1340790815647015,0.629408273966216,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.649264357780984,15.315819060286461,-0.6665547025054774,0.002165975896706663,0.004241702797717215,0 / 6,0 / 5,0 / 6,0 / 5,15.204197899884134,15.400485394951488,14.798778462990931,14.26705098354532,15.434664760741123,15.38369915293174,14.542346969710753,14.666312341539372,15.202858935146349,15.15738705766161,14.416899489015394
Q9JMH9 2xPhospho [S1066(90.4); S],14.298431868436955,14.039555738319748,0.25887613011720667,0.6532512165744484,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,13.590796791572677,14.88871783055688,-1.297921038984203,0.005842660875384051,0.008600739379298008,0 / 6,0 / 5,0 / 6,0 / 5,14.618729946090523,14.97244077016589,14.264599063272252,13.35564018891544,14.987916517727482,14.88403698307688,13.695598727465793,13.226921425951112,14.866372985392267,14.732821896421882,12.38329139774095
Q6PFD9 2xPhospho [S1059(100); S1063(91.1)],14.48024717364202,14.110072419552287,0.3701747540897333,0.5018528720807454,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,13.692336200705983,15.05556558707553,-1.3632293863695466,0.0013331314701815783,0.0030446326152119103,0 / 6,0 / 5,0 / 6,0 / 5,14.480644246574466,15.107160561414563,14.257722740627877,13.451857130888168,15.17547591469416,15.03090685562758,13.44690554656134,13.85500276495417,15.008373121248177,14.955911482393171,12.661884774629884
Q61687 1xPhospho [S590(98)],15.989608863159125,16.109735921709234,-0.12012705855010886,0.7136128812528878,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,16.477172723412586,15.52465928940508,0.952513434007507,9.391320566129598e-10,1.592328604387172e-07,0 / 6,0 / 5,0 / 6,0 / 5,16.519186534347817,15.533437310871474,16.396744747914838,16.387978123609727,15.56483583430144,15.504900140486068,16.54453150126525,16.45089778732086,15.478869879047611,15.541253282318811,16.563697646017033
Q9D2C2 1xPhospho [S376(76.7)],15.728103362024592,15.728330124001175,-0.00022676197658277886,0.9973849563956575,0.9993178729778197,0 / 6,0 / 5,0 / 6,0 / 5,15.651651059792895,15.820072886679219,-0.16842182688632334,0.0014086328829243204,0.003180188648348793,0 / 6,0 / 5,0 / 6,0 / 5,15.667528614979132,15.850200720914604,15.79337622808028,15.557911101067967,15.822079512301702,15.806864841352583,15.605452609775227,15.655607446189991,15.790711911183903,15.830507447643292,15.630030358664763
Q8C6G8 1xPhospho [S641(96.7)],14.53826747053565,14.090820174689066,0.44744729584658494,0.41300902794439875,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,13.74932568200488,15.037550320925988,-1.2882246389211076,0.003671750832154448,0.00598831287136861,0 / 6,0 / 5,0 / 6,0 / 5,14.612613685798497,15.09493154130531,14.21330897706907,13.848224860688692,15.09878902019658,15.04478454993288,13.654947464718154,13.71676466973513,15.03696097744178,14.912285515753396,12.45009443401974
Q61029 2xPhospho [T354(86.5); S361(97.4)],14.664991298563075,14.480854719608212,0.18413657895486324,0.5854942924838004,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.236258135031585,14.995334515845997,-0.7590763808144114,0.006222411438974356,0.009049189068775646,0 / 6,0 / 5,0 / 6,0 / 5,14.964539324354076,15.079998744801957,14.588190102628465,13.947214477658171,15.187287759430015,14.918850290874923,14.00529141375658,14.184974064712634,14.89616489514641,14.894370888976688,13.727339427079585
P60335 1xPhospho [S190(99.7)],16.670716292588207,16.741727734047053,-0.07101144145884675,0.4742412378941673,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,16.624251778246514,16.797485151257085,-0.1732333730105715,0.05641748835976512,0.06481742551555238,0 / 6,0 / 5,0 / 6,0 / 5,16.620324469856982,16.80661296861847,16.805309134852426,16.373448446395408,16.74641119818782,16.90763940795774,16.57570292296119,16.560788746599293,16.771278465420057,16.755483716101352,16.80993694881379
P07901 1xPhospho [S477(91.9)],14.993544121011922,14.993505777309384,3.834370253841257e-05,0.9998692450070977,0.9998692450070977,0 / 6,0 / 5,0 / 6,0 / 5,14.746600799485982,15.289837763140511,-0.5432369636545289,0.0034024649962928182,0.005665295984165497,0 / 6,0 / 5,0 / 6,0 / 5,15.12342316259484,15.36550612037475,15.097471159922364,14.398289446127654,15.352975332227862,15.261839526828131,14.700057882964716,14.61715197104684,15.2738133371725,15.195054499099314,14.54321117425948
O70305 1xPhospho [S860(89.2)],15.63075741379294,15.818934751060658,-0.18817733726771735,0.054439479881292704,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,15.703993879870088,15.73105099176808,-0.027057111897992314,0.8031219545594259,0.8165468053239394,0 / 6,0 / 5,0 / 6,0 / 5,15.621763391019044,15.737617613956417,16.00973047171792,15.61100905582269,15.75256572453238,15.729813378981095,15.706152378854444,15.360267343266104,15.711184541658207,15.7240736997123,15.91504063854034
Q8BL99 1xPhospho [S1140(92.8)],15.0073797969898,14.782446307925392,0.22493348906440858,0.4712488626398519,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.55499472998106,15.325308388335884,-0.7703136583548247,0.001464762062687562,0.0032641464931442653,0 / 6,0 / 5,0 / 6,0 / 5,15.010630697874578,15.39348345432662,14.95841212113332,14.566082548667447,15.373744905851394,15.302911600607697,14.18811267516429,14.493072961751622,15.278304462182868,15.27809751871084,14.113657375295094
Q6A0A2 1xPhospho [T629(79.2)],16.161913662490814,16.33257796078592,-0.17066429829510454,0.6693528707749432,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,16.763755405486958,15.61036786919054,1.1533875362964174,5.1241120266504564e-08,1.7091393017924425e-06,0 / 6,0 / 5,0 / 6,0 / 5,16.777210473248857,15.71839110837759,16.572113830481047,16.712865973666705,15.649815602073213,15.554694007316698,16.9683788040746,16.69113794477218,15.611756160622356,15.517182467562842,16.860825406678355
